['잘', '설명', '하', '어', '주', '세요', '.']	['よく', '説明', 'し', 'て', 'ください', '。']
['정상적', '이', 'ㄴ', '식사', '가', '아니', '다', '보', '니', '.']	['通常', 'の', '食事', 'で', 'は', 'ない', 'の', 'で', '。']
['너', '는', '뭐하', '고', '싶', '은데', '?']	['あなた', 'は', '何', 'が', 'し', 'たい', 'の', '?']
['갑자기', '이렇게', '비', '가', '내리', '다니', '무슨', '일', '이', '람', '?']	['急', 'に', 'こんな', 'に', '雨', 'が', '降っ', 'て', 'くる', 'なんて', 'どう', 'し', 'た', 'こと', 'か', '。']
['알', '는', '곳', '이', '있', '다니', '마음', '이', '든든', '하', '네요', '.']	['知っ', 'て', 'いる', 'ところ', 'が', 'ある', 'なんて', '心強い', 'です', '。']
['바이킹', '은', '나도', '좋아하', '어', '.']	['バイキング', 'は', '私', 'も', '好き', 'だ', 'よ', '。']
['요가', '하면', '정신', '이', '맑', '아', '지', '더', '라고', '.']	['ヨガ', 'を', 'する', 'と', '精神', 'が', '清らか', 'に', 'なる', 'ん', 'だ', 'よ', 'ね', '。']
['이', '포즈', '는', '어', '어', '때', '?', '또', '이', '포즈', '는', '?']	['この', 'ポーズ', 'は', 'どう', '?', 'また', '、', 'この', 'ポーズ', 'は', '?']
['예약', '번호', '나', '휴대폰', '번호', '좀', '알리', '어', '주', '시', '겠', '어요', '?']	['予約', '番号', 'か', '携帯', '番号', 'を', '教え', 'て', 'もらえ', 'ます', 'か', '?']
['아무래도', '안', '에', '만', '있', '는', '것', '이', '답답', '하', '겠', '죠', '.']	['どう', 'やら', '中', 'に', 'だけ', 'いる', 'の', 'が', '窮屈', 'な', 'ん', 'でしょう', 'ね', '。']
['저', '는', '안산', '에서', '오', '았', '습니다', '.']	['私', 'は', '安山', 'から', '来', 'まし', 'た', '。']
['걷기', '운동', '좋', '지', '.']	['ウォーキング', '運動', 'は', 'いい', 'ね', '。']
['크림', '들어가', 'ㄴ', '것', '이', '있', '을까요', '?']	['クリーム', '入り', 'の', 'もの', 'は', 'あり', 'ます', 'か', '?']
['낭만', '이', '없', '다니', '!']	['ロマン', 'が', 'ない', 'と', 'は', '!']
['해산물', '좋아하', '면', 'B', '코스', '도', '괜찮', '구', '.']	['海産', '物', 'が', '好き', 'なら', '、', 'B', 'コース', 'も', 'いい', '。']
['내일', '은', '현', '지식', '조식', '이래', '이', '요', '.']	['明日', 'は', '現地', '式', 'の', '朝食', 'だ', 'そう', 'です', '。']
['야', '프로', '티', 'ㄴ', '남', '은', '거', '있', '냐', '?']	['ねぇ', '、', 'プロテイン', '残っ', 'てる', 'の', 'ある', '?']
['오늘', '시금치', '싱싱', '하', 'ㄴ', '거', '들어오', '았', '어요', '.']	['今日', 'は', '新鮮', 'な', 'ほうれん', '草', 'が', '入っ', 'て', 'い', 'ます', '。']
['이', '노트', '몇', '개', '사', 'ㄹ까', '?']	['この', 'ノート', 'いく', 'つ', '買おう', 'か', '。']
['선생님', '저', '의', '손', '좀', '봐주', '세요', '~', '이거', '맞', '나요', '?']	['先生', '、', '私', 'の', '手', 'を', '見', 'て', 'ください', '〜', 'これ', 'で', '合っ', 'て', 'ます', 'か', '?']
['혹시', '오늘', '저녁', '메뉴', '무엇', '이', 'ㄴ지', '알', '시', '나요', '?']	['もし', '、', '今晩', 'の', 'メニュー', 'は', '何', 'か', 'ご', '存知', 'です', 'か', '。']
['몇', '번', '버스', '타', '아야', '되', '는지', '알', '아', '?']	['何', '番', 'の', 'バス', 'に', '乗れ', 'ば', 'いい', 'か', 'わかり', 'ます', 'か', '。']
['정말', '요', '?', '~', '저희', '처럼', '설레', '시', '겠', '네요', '.']	['本当', 'です', 'か', '?', '~', '私', 'たち', 'の', 'よう', 'に', 'ワクワク', 'さ', 'れ', 'ます', 'でしょう', 'ね', '。']
['하하', '그렇', '죠', '.']	['ははは', 'そう', 'です', 'ね', '。']
['최대한', '빨리', '준비', '하', '어', '드리', 'ㄹ게요', '.']	['できる', 'だけ', '早く', 'ご', '用意', 'いたし', 'ます', '。']
['상체', '운동', '의', '꽃', '은', '복근', '운동', '이', '지', '!']	['上体', '運動', 'の', '花', 'は', '腹筋', '運動', 'だ', 'よ', '!']
['오', '아', '전', '울릉도', '에서', '오', '았', '는데', '.']	['わあ', '、', '私', 'は', '鬱陵', '島', 'から', '来', 'た', 'ん', 'です', 'が', '。']
['런닝', '머신', '먼저', '하자', '~']	['ランニング', 'マシン', '、', '先', 'に', 'しよう', '~']
['저', '어도', '기도', '하', 'ㄹ래요', '빨리', '끝나', '기', '를', '.']	['私', 'も', 'お', '祈り', 'し', 'ます', '、', '早く', '終わる', 'よう', 'に', 'と', '。']
['맞', '아', '어렵', '어', '진짜', '하', '중국', '.']	['そう', 'だ', 'ね', '、', '難しい', '。', '本当', 'に', '、', 'はぁ', '...', '中国', '。']
['강사', '님', ',', '그', '동안', '바쁘', '았', '어요', '.']	['先生', '、', 'ずっと', '忙しかっ', 'た', 'です', '。']
['몰', 'ㄹ라', '서로', '무슨', '얘기', '하', '는지', '.']	['知ら', 'ない', 'よ', '、', 'お', '互い', 'に', '何', 'の', '話', 'を', 'し', 'て', 'いる', 'の', 'か', '。']
['기름지', 'ㄴ', '튀김', '에', '맥주', '한', '잔', '!']	['あぶら', '濃い揚げ物', 'に', 'ビール', '一杯', '!']
['앞', '으로', '도', '자주', '오', 'ㄹ게요', '.']	['これ', 'から', 'も', 'よく', '来', 'ます', 'よ', '。']
['내일', '7', '시', '에', '같이', '산책', '하', '어요', '.']	['明日', 'の', '7', '時', 'に', '一緒', 'に', '散歩', 'し', 'ましょう', '。']
['그냥', '거기', '로', '가', '자', '.']	['ただ', 'そこ', 'に', '行き', 'ましょう', '。']
['알', '겠', '습니다', '문의', '하', 'ㄹ게요', '그러', '면', '.']	['わかり', 'まし', 'た', '、', '問い合わせ', 'ます', '、', 'それ', 'で', 'は', '。']
['객실', '로', '직접', '보', '내', '드리', 'ㄹ까요', '?']	['お', '部屋', 'に', '直接', 'お', '届け', 'し', 'ましょう', 'か', '。']
['진짜', '안', '무섭', 'ㄴ', '거', '맞', '지', '?']	['本当', 'に', '怖く', 'ない', 'ん', 'だ', 'よ', 'ね', '?']
['그거', '먼저', '타', '고', '다음', '에', '바이킹', '타', '자', '.']	['それ', 'に', '先', 'に', '乗っ', 'て', '、', '次', 'に', 'バイキング', 'に', '乗ろう', '。']
['내가', '언니', '닮', '아서', '그렇', '지', '뭐', '~']	['私', 'が', '姉', 'に', '似', 'て', 'いる', 'から', 'だ', 'よ', '、', 'ま', '~']
['싱가폴', '이', '가', '고', '싶', '었', '구나', '?']	['シンガポール', 'に', '行き', 'たかっ', 'た', 'ん', 'だ', 'よ', 'ね', '?']
['나', '는', '오리', '요리', '는', '꼭', '먹', '고', '싶', '어', '!']	['私', 'は', '鴨', '料理', 'は', 'ぜひ', '食べ', 'たい', '!']
['스트레칭', '은', '같이', '하', '자', '.']	['ストレッチ', 'は', '一緒', 'に', 'やろう', '。']
['너', '왜', '맨날', '나', '한테', '시키', '어', '?']	['なぜ', 'いつ', 'も', '私', 'に', 'やら', 'せる', 'の', '?']
['회원', '가입', '부터', '하', '시', 'ㄹ래요', '?']	['会員', '登録', 'から', 'なさい', 'ます', 'か', '?']
['근데', '여기', '계좌', '번호', '는', '왜', '필요', '하', 'ㄴ', '거', '에', '요', '?']	['で', 'も', '、', 'ここ', 'の', '口座', '番号', 'は', 'どう', 'し', 'て', '必要', 'な', 'ん', 'です', 'か', '?']
['혼자', '발', '야구', '를', '어떻', '게', '하', '니', '?']	['一人', 'で', 'どう', 'やっ', 'て', '草野', '球', 'を', 'やる', 'の', '?']
['지름', '신이', '막', '몰려오', 'ㄴ다', '~']	['消費', 'を', '煽る', '神', 'が', 'ちょうど', '押し寄せる', '~']
['제기', '차기', '처럼', '하', '면', '되', '는', '거', '알', '냐', '?']	['蹴り玉', 'の', 'よう', 'に', 'すれ', 'ば', 'いい', 'ん', 'じゃ', 'ない', '?']
['어둡', '어서', '잘', '나오', 'ㄹ까', '?']	['暗く', 'て', 'よく', '撮れる', 'の', 'か', '?']
['운동', '조금', '만', '더', '하', '어', '.']	['運動', 'もう', '少し', 'し', 'て', '。']
['네가', '한번', '해보', '아', '.']	['君', 'が', 'やっ', 'て', 'みろ', 'よ', '。']
['DNA', '의', '힘', '이', 'ㄴ가', '그리', '고', '역시', '피', '는', '못', '속이', '어', '.']	['DNA', 'の', '力', 'な', 'の', 'か', '、', 'そして', 'やはり', '血', 'は', '騙せ', 'ない', '。']
['알', '니', ',', '나', '갑자기', '탕수육', '도', '먹', '고', '싶', '어', '.']	['いや', '、', '私', 'は', '急', 'に', '酢豚', 'も', '食べ', 'たい', '。']
['주문', '도', '너', '가', '하', '어', '주', '라', '.']	['注文', 'も', '君', 'が', 'し', 'て', 'くれ', '。']
['내가', '영어', '를', '못하', '니까', '어쩌', 'ㄹ', '수', '없잖', '아', '말', '이', '너무', '심하', '다', '.']	['私', 'が', '英語', 'が', 'でき', 'ない', 'から', '仕方ない', 'じゃ', 'ない', 'か', '、', '言い', '過ぎ', 'だ', '。']
['응응', '여유있', '게', '준비', '하', '자', '.']	['うん', 'うん', '、', '余裕', 'を', 'もっ', 'て', '準備', 'しよう', '。']
['일단', '관광지', '먼저', '가보', '자', '.']	['まず', 'は', '観光', '地', 'から', '行っ', 'て', 'みよう', '。']
['꾸준히', '하', '어야', '살이', '빠지', '겠', '지', '!']	['地道', 'に', 'やら', 'なきゃ', '痩せ', 'ら', 'ない', 'だろう', '!']
['소음', '이', '너무', '심하', '어서요', '.']	['騒音', 'が', 'とても', 'ひどく', 'て', '。']
['얼른', '정리', '하', 'ㄹ게요', '.']	['すぐ', 'に', '片付け', 'ます', '。']
['그', '건', '내가', '하', 'ㄹ', '말', '이', '고', '~', '!']	['それ', 'は', '私', 'が', '言う', 'こと', 'だ', '~', '!']
['면세점', '이', '확실히', '화장품', '이', '저렴', '하', '어', '.']	['免税', '店', 'の', 'ほう', 'が', '確か', 'に', '化粧', '品', 'が', '安い', '。']
['그리', '고', '우리', '뭐', '좀', '먹', '자', '.']	['そして', '私', 'たち', '何', 'か', '食べよう', '。']
['여기', '서', '직', '진해', '서', '사거리', '에서', '우회전', '하면', '나오', '아요', '.']	['この', '道', 'を', 'まっすぐ', '行っ', 'て', '、', '四', 'つ', '角', 'を', '右', 'に', '曲がる', 'と', '出', 'ます', '。']
['그렇', '게', '하', '려면', '얼마나', '걸리', 'ㄹ까요', '?']	['そう', 'する', 'と', '、', '時間', 'が', 'どの', 'くらい', 'かかり', 'ます', 'か', '。']
['갈', '는', '길', '에', '검색', '하', '어', '보', '아', '.']	['行く', '途中', 'で', '検索', 'し', 'て', 'み', 'て', '。']
['나', '는', '한동안', '완전', '놀이', '공원', '에', '미치', '어서', '일주일', '에', '한번', '씩', '은', '오', '았', '었', '어', '.']	['私', 'は', 'しばらく', 'の', '間', '、', '完全', 'に', '遊園', '地', 'に', '夢中', 'に', 'なっ', 'て', '、', '週', 'に', '一', '回', 'は', '来', 'て', 'い', 'た', 'よ', '。']
['그냥', '가', '아서', '먹', '으면', '안되', 'ㄹ까', '?']	['その', 'まま', '行っ', 'て', '食べ', 'て', 'は', 'いけ', 'ない', 'か', 'な', '?']
['아니', '에요', ',', '저', '도', '잘', '부탁', '드리', 'ㅂ니다', '.']	['いいえ', '、', '私', 'も', 'よろしく', 'お', '願い', 'し', 'ます', '。']
['오늘', '은', '일정', '이', '따로', '없', '나요', '?']	['今日', 'は', '日程', 'が', '特に', 'ない', 'ん', 'です', 'か', '。']
['요즘', '제일', '잘나가', '는', '라면', '이', '뭔', '가요', '?']	['今', '一', '番', '人気', 'の', 'ある', 'ラーメン', 'は', '何', 'です', 'か', '。']
['나', '는', '싱크홀', '이나', '모', '가', '디', '슈', '보', '고', '싶', '어', '.']	['私', 'は', '、', 'シンク', 'ホール', 'や', 'モガディシオ', 'を', '見', 'たい', '。']
['제발', '정신', '좀', '차리', '어', ',', '맨날', '까먹', '니', '?']	['お', '願い', 'だ', 'から', 'しっかり', 'し', 'て', 'よ', '、', 'いつ', 'も', '忘れ', 'て', 'ばかり', 'じゃん', '。']
['좀', '느끼', '하', '지', '않', '을까', '~', '?']	['ちょっと', '脂っこく', 'ない', 'か', 'な', '~', '?']
['그러', '니깐', '마스크', '는', '언제쯤', '벗', '을', '수', '있', '으려', '나', '몰르', '아', '.']	['だ', 'から', 'マスク', 'は', 'いつごろ', '脱げる', 'か', 'わから', 'ない', '。']
['금강산', '도', '식후', '경', '이', 'ㄴ데', '츄러스', '부터', '먹자', '~']	['花', 'より', '団子', 'な', 'の', 'に', '、', 'チュロス', 'から', '食べよう', '~']
['그러', '자', '혹시', '모르', '니깐', '썰', 'ㄴ', '크림', '도', '챙기', '자', '.']	['そう', 'しよう', '、', '念', 'の', 'ため', '日焼け', '止め', 'クリーム', 'も', '用意', 'し', 'て', 'おこう', '。']
['김밥', '천', '국가', '자', '라면', '은', '거', '기지', '!']	['キムパッ', '天国', 'に', '行こう', '、', 'ラーメン', 'は', 'そこ', 'だ', '!']
['바다', '는', '어', '어', '때', '?']	['海', 'は', 'どう', '?']
['알', '겠', '어', '또', '다르', 'ㄴ', '거', '있음', '그것', '도', '사자', '.']	['分かっ', 'た', '、', '他', 'に', '何', 'か', 'あれ', 'ば', 'それ', 'も', '買おう', '。']
['된장', '하나', '사', '가지', '이', '고', '갈', 'ㄹ까', '?']	['テンジャン', '一', 'つ', 'を', '持っ', 'て', '行き', 'ましょう', 'か', '。']
['알', '겠', '어', '화장실', '금방', '다녀오', 'ㄹ게', '.']	['わかっ', 'た', '、', 'トイレ', 'すぐ', 'に', '行っ', 'て', 'くる', '。']
['향수', '같', '은', '것', '도', '좋아하', '시', '고', '.']	['香水', 'なんか', 'も', 'お', '好き', 'で', '。']
['나', '는', '5', '시', '가', '좋', '을', '거', '같', '아', '.']	['5', '時', 'が', 'いい', 'と', '思う', '。']
['그럼', '이따', '늦', '지', '말', '고', '나오', '아', '.']	['で', 'は', '、', '後', 'で', '遅れ', 'ず', 'に', '出', 'て', 'き', 'て', 'ね', '。']
['시원', '하', '게', '얼음', '많이', '넣', '어', '주', '세요', '.']	['冷たく', 'なる', 'よう', 'に', '氷', 'を', '多め', 'に', '入れ', 'て', 'ください', '。']
['그냥', '줄넘기', '나', '하', '자', '그', '게', '좋', '겠', '어', '달리기', '는', '조금', '그리하', '여', '.']	['縄跳', 'を', 'しよう', '。', 'それ', 'が', 'いい', 'と', '思う', '。', 'ランニング', 'は', 'あまり', 'し', 'たく', 'ない', '。']
['맞', '아요', ',', '요즘', '바쁘', '아서', '오랜만', '에', '나오', '았', '어요', '.']	['そう', 'な', 'ん', 'です', '、', '最近', '忙しく', 'て', '久し', 'ぶり', 'に', '出', 'まし', 'た', '。']
['서울', '이랑', '별반', '다르', 'ㄴ', '것', '이', '없', '더', '라고요', '.']	['ソウル', 'と', '別', '段違い', 'は', 'あり', 'ませ', 'ん', 'でし', 'た', 'ね', '。']
['한국', '생활', '은', '어', '어', '떠세', '이', '요', '?']	['韓国', 'で', 'の', '生活', 'は', 'どう', 'です', 'か', '?']
['불편', '하', '지', '는', '않', '으세요', '?']	['不便', 'で', 'は', 'あり', 'ませ', 'ん', 'か', '?']
['그러', '면', '나', '는', '잠', '좀', '더', '자', 'ㄹ래', '.']	['そう', 'すれ', 'ば', '、', '私', 'は', 'もう', '少し', '眠る', '。']
['그', 'ㄴ데', '생각', '하', '어', '보', '니까', '두', '명이', '스', '어', '떡볶이', '2', '이', 'ㄴ', '분', '은', '너무', '적', '지', '않', '아', '?']	['で', 'も', '、', '考え', 'て', 'みれ', 'ば', '二人', 'で', 'トッポッキ', '二人', '前', 'は', '少な', 'すぎ', 'ない', '?']
['커피', '랑', '비스킷', '간단', '하', '게', '준비', '하', '어', '드리', 'ㄹ게요', '.']	['コーヒー', 'と', 'ビスケット', 'を', '簡単', 'に', 'ご', '用意', 'し', 'ます', '。']
['귀찮', '기', '는', '하', '지', ',', '그리하', '여도', '간만', '이', '라', '뭔', '가', '설레', '는', '거', '야', '.']	['面倒', 'くさい', 'けど', '、', 'で', 'も', '久し', 'ぶり', 'だ', 'から', '何', 'か', 'わくわく', 'し', 'てる', 'ん', 'だ', 'よ', '。']
['나', '아', '사진', '잘', '찍', '는', '팁', '도', '배우', '어', '오', '았', '어', '.']	['私', 'は', '写真', 'を', 'うまく', '撮る', 'コツ', 'も', '学ん', 'で', 'き', 'た', '。']
['알', '아', '놓', '은', '곳', '있', '어', '?']	['どこ', 'か', '知っ', 'てる', '?']
['수건', '몇', '개', '준비', '하', '어', '드리', 'ㄹ까요', '?']	['タオル', 'を', '何', '枚', 'ご', '用意', 'し', 'ましょう', 'か', '?']
['야호', '신나', 'ㄴ다', '축구', '하', '어야지', '.']	['やっ', 'た', '。', '嬉しい', '。', 'サッカー', 'しよう', '。']
['좋', '아', '늦잠', '자', '다가', '나', '아', '가야', '이', '겠', '다', '.']	['よし', '、', '寝坊', 'し', 'て', 'から', '出かけよう', '。']
['강아지', '들', '도', '귀찮', '은', '것', '이', '있', '나', '보', '아요', '.']	['子犬', 'たち', 'も', '面倒', 'な', 'こと', 'が', 'ある', 'よう', 'です', '。']
['게스트', '하우스', '는', '혼자', '오', 'ㄹ', '수', '있', '어', '좋', '아요', '.']	['ゲスト', 'ハウス', 'は', '一人', 'で', '来', 'られ', 'て', 'いい', 'です', 'よ', '。']
['너무', '좋', '다', '그럼', '우리', '오늘', '저녁', '에', '만나', '서', '포차', '갈', 'ㄹ래', '?']	['とても', 'いい', 'よ', '。', 'で', 'は', '私', 'たち', '今晩', '会っ', 'て', '屋台', 'に', '行か', 'ない', 'か', '?']
['여기', '살치', '살', '스테이크', '가', '엄청', '맛있', '다는', '데', '?']	['ここ', 'は', 'サーロイン', 'ステーキ', 'は', 'とても', 'おいしい', 'そう', 'だ', 'けど', '?']
['나', '는', '백화점', '마니아', '거들', 'ㄴ', '.']	['私', 'は', 'デパート', 'マニア', 'な', 'ん', 'だ', '。']
['크림', '들어가', 'ㄴ', '것', '도', '맛있', '대', '.']	['クリーム', '入り', 'も', '美味しい', 'ん', 'だ', 'って', '。']
['알', '았', '어', '늦', '으면', '안되', 'ㄴ다', '진짜', '!']	['分かっ', 'た', '遅れる', 'な', 'よ', '!']
['필', '카', '로', '찍', '으면', '감성', '사진', '나오', '겠', '지', '?']	['フィルム', 'カメラ', 'で', '撮れ', 'ば', '感性', 'の', 'ある', '写真', 'が', '撮れる', 'ん', 'だろう', 'ね', '?']
['한', '박스', '3', '만', '원', '이', 'ㅂ니다', '.']	['一', 'ボックス', 'に', '3', '万', 'ウォン', 'です', '。']
['어렵', '네요', '시범', '한번', '만', '보여주', '시', '면', '따라하', 'ㄹ게요', '.']	['難しい', 'です', 'ね', '、', 'お', '手本', 'を', '見せ', 'て', 'いただけれ', 'ば', '、', '真似', 'し', 'ます', 'よ', '。']
['따로', '생각', '하', '어', '두', 'ㄴ', '건', '없', '는데', '.']	['別', 'に', '考え', 'て', 'おい', 'た', 'の', 'は', 'ない', 'の', 'だ', 'が', '。']
['맞', '아', '행복', '별거', '없', '어', '~']	['そう', 'だ', '幸せ', 'たい', 'し', 'た', 'こと', 'ない', 'よ〜']
['가장', '인기', '가', '많', '은', '곳', '이', '기', '도', '하', '죠', '기대', '하', '어', '주', '시', '어도', '좋', '아요', '.']	['一', '番', '人気', 'の', 'スポット', 'で', 'も', 'あり', 'ます', '、', '楽しみ', 'に', 'し', 'て', 'て', 'ください', '。']
['한복', '대여', '하', '어', '주', 'ㄴ다', '더', '라', '.']	['チマチョゴリ', 'を', 'レンタル', 'し', 'て', 'くれる', 'って', '。']
['호캉스', '가', '이렇', '게', '맘', '편하', '고', '즐겁', 'ㄴ', '줄', '처음', '알', '았', '어', '진짜', '종종', '오', '고', '싶', '네', '.']	['ホテル', 'バカンス', 'が', 'こんな', 'に', '心', 'が', '楽', 'で', '楽しい', 'と', 'は', '初めて', '知っ', 'た', 'よ', '、', '本当', 'に', 'たまに', '来', 'たい', 'な', '。']
['그렇', '구나', '날씨', '가', '중요', '하', '네', '.']	['なるほど', '、', '天気', 'が', '大事', 'な', 'ん', 'だ', 'ね', '。']
['그러', '시', '면', '감사', '하', '죠', '.']	['そう', 'し', 'て', 'いただける', 'と', '助かり', 'ます', '。']
['요즘', '은', '흡연실', '이', '따로', '있', '어', '흡연실', '에서', '멀', 'ㄴ', '자리', '로', '앉', '자', '.']	['最近', 'は', '喫煙', '室', 'が', '別', 'に', 'ある', 'の', 'で', '、', '喫煙', '室', 'から', '遠い', '席', 'に', '座ろう', '。']
['화장품', '도', '필요', '하', '어', '천천히', '보', '자', '.']	['化粧', '品', 'も', '必要', 'な', 'の', 'で', 'ゆっくり', '見', 'て', 'みよう', '。']
['경복궁', '보고', '점심', '먹', '으러', '가', '자', '.']	['景福', '宮', 'を', '見', 'て', 'ランチ', 'に', '行こう', '。']
['너무', '좋', '은', '계획', '이', '다', '신나', 'ㄴ다', '.']	['とても', 'いい', '計画', 'だ', 'ね', '、', 'うれしい', '。']
['어', '어', '그럼', '나', '가', '알', '는', '곳', '으로', '가', '자', '.']	['あ', '、', 'それ', 'なら', '私', 'の', '知っ', 'て', 'いる', 'ところ', 'に', '行こう', '。']
['얼', 'ㄴ', '능', '식당', '가', '아서', ',', '맛있', '는', '거', '먹', '으러', '가', '자', '.']	['早く', '食堂', 'に', '行っ', 'て', '、', 'おいしい', 'もの', 'を', '食べよう', '。']
['저', '어도', '모임', '에', '잘', '참가', '하', '어서', '많이', '배우', '고', '싶', '어요', '.']	['私', 'も', '会合', 'に', 'よく', '参加', 'し', 'て', '、', 'たくさん', '学び', 'たい', 'です', '。']
['그럼', '2', '개', '시키', 'ㄹ게', '.']	['で', 'は', '、', '2', 'つ', '頼む', 'ね', '。']
['절', '는', '봉', '천', '에서', '오', '았', '습니다', '.']	['私', 'は', 'ボンチョン', 'から', '来', 'まし', 'た', '。']
['그렇', '죠', '그래서', '저', '는', '유학', '다녀오', '았', '어요', '.']	['そう', 'な', 'ん', 'です', '、', 'それ', 'で', '私', 'は', '留学', 'に', '行っ', 'て', 'き', 'まし', 'た', '。']
['오호', '신', '기한', '메뉴', '이', '네', '.']	['なんて', '変わっ', 'た', 'メニュー', 'でしょう', '。']
['일정표', '확인', '한번', '하', '시', '구', '조절', '하', '시', '어요', '!']	['日程', '表', 'の', '確認', 'を', '一', '度', 'なさっ', 'て', '、', '調節', 'し', 'て', 'ください', '!']
['너', '도', '정말', '좋아하', 'ㄹ', '끄', '어야', '.']	['あなた', 'も', 'きっと', '気', 'に', '入る', 'わ', 'よ', '。']
['얼른', '주문해야겠네', '요', '.']	['早速', '注文', 'し', 'なけれ', 'ば', 'なり', 'ませ', 'ん', 'ね', '。']
['다음', '고객', '님', '~']	['次', 'の', 'お', '客', '様', '~']
['저', '가', '깔끔', '하', 'ㄴ', '성격', '이', '라서요', '.']	['私', 'が', 'きれい', '好き', 'な', '性格', 'な', 'の', 'で', '。']
['탁구채', '가져오', '았', '어', '?']	['卓球', 'ラケット', '持っ', 'て', 'き', 'た', '?']
